date,normalized_merchant,merchant_name,amount,currency,category,is_refund,is_anomaly,anomaly_reason
2017-01-13,M1951402325,M1951402325,1704.03,USD,PAYMENT,False,False,
2017-01-01,C860929789,C860929789,390903.09,USD,CASH_IN,False,False,
2017-01-10,M1653653617,M1653653617,21061.24,USD,PAYMENT,False,False,
2017-01-11,M182944108,M182944108,8129.46,USD,PAYMENT,False,False,
2017-01-10,M533921438,M533921438,6492.32,USD,PAYMENT,False,False,
2017-01-13,C160609026,C160609026,16242.22,USD,CASH_OUT,False,False,
2017-01-15,C1563899518,C1563899518,286864.49,USD,CASH_OUT,False,False,
2017-01-06,C508488713,C508488713,147351.57,USD,CASH_IN,False,False,
2017-01-10,C1554823726,C1554823726,21362.19,USD,TRANSFER,False,False,
2017-01-08,M1183610480,M1183610480,16871.75,USD,PAYMENT,False,False,
2017-01-17,C1084012188,C1084012188,88826.43,USD,CASH_OUT,False,False,
2017-01-20,M1265795703,M1265795703,38509.20,USD,PAYMENT,False,False,
2017-01-17,M1684201690,M1684201690,7301.40,USD,PAYMENT,False,False,
2017-01-13,M1955312313,M1955312313,51907.16,USD,PAYMENT,False,False,
2017-01-09,M301320628,M301320628,343.06,USD,PAYMENT,False,False,
2017-01-10,C1938475526,C1938475526,24413.46,USD,CASH_OUT,False,False,
2017-01-09,C779506402,C779506402,125568.72,USD,CASH_OUT,False,False,
2017-01-01,C1015529677,C1015529677,203321.66,USD,CASH_OUT,False,False,
2017-01-12,M1996394103,M1996394103,7452.27,USD,PAYMENT,False,False,
2017-01-16,C2142547587,C2142547587,117253.94,USD,CASH_IN,False,False,
2017-01-07,C914957636,C914957636,16500.28,USD,CASH_OUT,False,False,
2017-01-14,M849428673,M849428673,25380.11,USD,PAYMENT,False,False,
2017-01-10,C1337597412,C1337597412,95623.45,USD,CASH_OUT,False,False,
2017-01-17,C1995332832,C1995332832,122899.15,USD,CASH_IN,False,False,
2017-01-16,C87426661,C87426661,255661.72,USD,CASH_IN,False,False,
2017-01-13,C408688303,C408688303,124210.26,USD,CASH_OUT,False,False,
2017-01-02,C1477190619,C1477190619,406390.63,USD,TRANSFER,False,False,
2017-01-17,C748382555,C748382555,12747.45,USD,CASH_IN,False,False,
2017-01-02,M1250735899,M1250735899,17210.24,USD,PAYMENT,False,False,
2017-01-17,C1034690288,C1034690288,287548.26,USD,CASH_IN,False,False,
2017-01-11,C809795627,C809795627,326712.90,USD,CASH_IN,False,False,
2017-01-10,M870078784,M870078784,241.89,USD,PAYMENT,False,False,
2017-01-10,M1022031461,M1022031461,5883.37,USD,PAYMENT,False,False,
2017-01-13,M956027336,M956027336,13055.28,USD,PAYMENT,False,False,
2017-01-01,M1942028884,M1942028884,616.88,USD,PAYMENT,False,False,
2017-01-10,C1403087041,C1403087041,107759.50,USD,CASH_OUT,False,False,
2017-01-11,C1761313958,C1761313958,18868.29,USD,CASH_IN,False,False,
2017-01-01,M1124177815,M1124177815,4986.63,USD,PAYMENT,False,False,
2017-01-02,M743266449,M743266449,17692.64,USD,PAYMENT,False,False,
2017-01-17,M2079068430,M2079068430,7457.89,USD,PAYMENT,False,False,
2017-01-13,C1097907228,C1097907228,2262.52,USD,DEBIT,False,False,
2017-01-24,C170358894,C170358894,67418.91,USD,CASH_IN,False,False,
2017-01-11,M210283336,M210283336,9414.76,USD,PAYMENT,False,False,
2017-01-09,M981647331,M981647331,17485.51,USD,PAYMENT,False,False,
2017-01-08,C106303416,C106303416,43115.41,USD,CASH_IN,False,False,
2017-01-08,M369555754,M369555754,1408.77,USD,PAYMENT,False,False,
2017-01-08,C685696333,C685696333,251225.77,USD,CASH_OUT,False,False,
2017-01-08,C1961399086,C1961399086,329093.01,USD,CASH_OUT,False,False,
2017-01-01,C34949923,C34949923,111900.86,USD,CASH_OUT,False,False,
2017-01-15,M1756029493,M1756029493,11348.41,USD,PAYMENT,False,False,
2017-01-09,M926772394,M926772394,2249.75,USD,PAYMENT,False,False,
2017-01-08,C1151286694,C1151286694,339983.69,USD,CASH_OUT,False,False,
2017-01-01,M1819638608,M1819638608,22006.91,USD,PAYMENT,False,False,
2017-01-11,M157710685,M157710685,16964.15,USD,PAYMENT,False,False,
2017-01-02,C2085899258,C2085899258,125132.60,USD,TRANSFER,False,False,
2017-01-23,C792102955,C792102955,20450.59,USD,CASH_OUT,False,False,
2017-01-02,C99867722,C99867722,124651.74,USD,CASH_IN,False,False,
2017-01-11,M976098062,M976098062,7443.29,USD,PAYMENT,False,False,
2017-01-02,M1530543057,M1530543057,18520.37,USD,PAYMENT,False,False,
2017-01-14,C1643218906,C1643218906,240938.14,USD,CASH_OUT,False,False,
2017-01-01,M1348049534,M1348049534,5000.93,USD,PAYMENT,False,False,
2017-01-17,M118328816,M118328816,1375.93,USD,PAYMENT,False,False,
2017-01-06,M1595492079,M1595492079,9387.60,USD,PAYMENT,False,False,
2017-01-09,C1689033792,C1689033792,304736.65,USD,CASH_OUT,False,False,
2017-01-12,C1782776914,C1782776914,154063.93,USD,CASH_IN,False,False,
2017-01-01,C102218247,C102218247,413032.46,USD,CASH_IN,False,False,
2017-01-08,C261821285,C261821285,290132.99,USD,CASH_OUT,False,False,
2017-01-08,C174532841,C174532841,258677.34,USD,CASH_OUT,False,False,
2017-01-14,M906983781,M906983781,680.96,USD,PAYMENT,False,False,
2017-01-12,C1990457749,C1990457749,142803.70,USD,CASH_IN,False,False,
2017-01-10,C1478898162,C1478898162,404013.26,USD,CASH_OUT,False,False,
2017-01-08,M300922993,M300922993,4192.45,USD,PAYMENT,False,False,
2017-01-02,M702530586,M702530586,6865.83,USD,PAYMENT,False,False,
2017-01-07,C1875697706,C1875697706,199096.88,USD,CASH_OUT,False,False,
2017-01-08,C903132886,C903132886,40105.00,USD,CASH_IN,False,False,
2017-01-17,M1003264751,M1003264751,29753.14,USD,PAYMENT,False,False,
2017-01-02,C41102216,C41102216,37005.75,USD,CASH_OUT,False,False,
2017-01-09,C1489116061,C1489116061,658510.65,USD,TRANSFER,False,False,
2017-01-15,M400743766,M400743766,14962.54,USD,PAYMENT,False,False,
2017-01-09,C1676533255,C1676533255,115930.12,USD,CASH_IN,False,False,
2017-01-12,C1891518808,C1891518808,205453.92,USD,CASH_OUT,False,False,
2017-01-07,M1530234511,M1530234511,8548.76,USD,PAYMENT,False,False,
2017-01-10,C700950869,C700950869,168377.94,USD,CASH_OUT,False,False,
2017-01-11,C651806736,C651806736,142011.88,USD,CASH_IN,False,False,
2017-01-13,M1298362179,M1298362179,7803.55,USD,PAYMENT,False,False,
2017-01-16,C145807878,C145807878,261090.52,USD,CASH_IN,False,False,
2017-01-09,C1394009782,C1394009782,185642.40,USD,CASH_OUT,False,False,
2017-01-15,M1882783306,M1882783306,22673.48,USD,PAYMENT,False,False,
2017-01-11,C1996805903,C1996805903,318180.66,USD,CASH_OUT,False,False,
2017-01-07,M1471767414,M1471767414,1416.71,USD,PAYMENT,False,False,
2017-01-09,M1610300123,M1610300123,8941.05,USD,PAYMENT,False,False,
2017-01-15,C1109678983,C1109678983,103884.78,USD,CASH_OUT,False,False,
2017-01-07,M716959429,M716959429,1412.48,USD,PAYMENT,False,False,
2017-01-10,C1957675734,C1957675734,93940.35,USD,CASH_IN,False,False,
2017-01-14,M227579288,M227579288,15039.71,USD,PAYMENT,False,False,
2017-01-16,M1295606785,M1295606785,10424.44,USD,PAYMENT,False,False,
2017-01-10,C262891082,C262891082,33530.31,USD,CASH_IN,False,False,
2017-01-17,M888843538,M888843538,7328.72,USD,PAYMENT,False,False,
2017-01-24,C1886475823,C1886475823,18593.97,USD,CASH_IN,False,False,
2017-01-06,C353782565,C353782565,111540.89,USD,CASH_IN,False,False,
2017-01-14,M1230436756,M1230436756,16769.79,USD,PAYMENT,False,False,
2017-01-01,M563268470,M563268470,7858.10,USD,PAYMENT,False,False,
2017-01-13,C1515536749,C1515536749,292037.17,USD,TRANSFER,False,False,
2017-01-11,C822214416,C822214416,63982.69,USD,TRANSFER,False,False,
2017-01-15,C472295300,C472295300,153216.34,USD,CASH_IN,False,False,
2017-01-07,M1953778756,M1953778756,3170.83,USD,PAYMENT,False,False,
2017-01-01,C1073161843,C1073161843,107313.94,USD,CASH_OUT,False,False,
2017-01-09,C410567421,C410567421,134328.08,USD,CASH_OUT,False,False,
2017-01-01,M1177905091,M1177905091,10446.68,USD,PAYMENT,False,False,
2017-01-14,C1384939011,C1384939011,214059.76,USD,CASH_OUT,False,False,
2017-01-13,C892045919,C892045919,313733.83,USD,CASH_IN,False,False,
2017-01-15,C1737895165,C1737895165,22200.81,USD,CASH_IN,False,False,
2017-01-01,C1786396642,C1786396642,178217.38,USD,CASH_OUT,False,False,
2017-01-10,C179208025,C179208025,220486.58,USD,CASH_OUT,False,False,
2017-01-17,C136356616,C136356616,875213.55,USD,TRANSFER,False,False,
2017-01-01,M961418448,M961418448,14459.22,USD,PAYMENT,False,False,
2017-01-10,C907487997,C907487997,121422.39,USD,CASH_OUT,False,False,
2017-01-07,C2073353441,C2073353441,39590.21,USD,CASH_OUT,False,False,
2017-01-13,C1264872013,C1264872013,273339.15,USD,CASH_OUT,False,False,
2017-01-01,C271588719,C271588719,77253.21,USD,CASH_OUT,False,False,
2017-01-01,C237467600,C237467600,74190.10,USD,CASH_OUT,False,False,
2017-01-11,C980072701,C980072701,231641.71,USD,CASH_OUT,False,False,
2017-01-08,C2058567676,C2058567676,35269.59,USD,CASH_IN,False,False,
2017-01-09,C57541900,C57541900,95024.86,USD,CASH_OUT,False,False,
2017-01-13,C27127579,C27127579,386023.54,USD,CASH_OUT,False,False,
2017-01-09,C463376666,C463376666,116135.75,USD,CASH_IN,False,False,
2017-01-14,C1335226346,C1335226346,212884.77,USD,CASH_OUT,False,False,
2017-01-06,C1895269207,C1895269207,305973.10,USD,CASH_IN,False,False,
2017-01-04,C1880058411,C1880058411,162920.46,USD,CASH_IN,False,False,
2017-01-16,C1665448501,C1665448501,255955.77,USD,CASH_OUT,False,False,
2017-01-11,M1313111844,M1313111844,4987.09,USD,PAYMENT,False,False,
2017-01-02,C1117382784,C1117382784,107141.17,USD,CASH_OUT,False,False,
2017-01-07,C2146730126,C2146730126,45301.79,USD,CASH_OUT,False,False,
2017-01-10,C280794150,C280794150,115712.36,USD,TRANSFER,False,False,
2017-01-28,M1449664957,M1449664957,5220.64,USD,PAYMENT,False,False,
2017-01-16,C1383678621,C1383678621,91206.28,USD,CASH_IN,False,False,
2017-01-13,M1309446387,M1309446387,20936.47,USD,PAYMENT,False,False,
2017-01-08,C550754064,C550754064,173655.13,USD,CASH_OUT,False,False,
2017-01-14,C2059762056,C2059762056,218540.35,USD,CASH_OUT,False,False,
2017-01-02,C1908106443,C1908106443,440759.52,USD,CASH_OUT,False,False,
2017-01-11,C71562765,C71562765,268912.48,USD,TRANSFER,False,False,
2017-01-08,M848116774,M848116774,245.40,USD,PAYMENT,False,False,
2017-01-14,C352607904,C352607904,35206.18,USD,TRANSFER,False,False,
2017-01-06,M2113537778,M2113537778,13382.29,USD,PAYMENT,False,False,
2017-01-11,C2002792683,C2002792683,4859.63,USD,CASH_IN,False,False,
2017-01-02,C1728460906,C1728460906,518339.83,USD,TRANSFER,False,False,
2017-01-02,C2146875526,C2146875526,451310.12,USD,TRANSFER,False,False,
2017-01-15,C381600260,C381600260,161121.07,USD,CASH_IN,False,False,
2017-01-27,C1575083932,C1575083932,49364.07,USD,CASH_OUT,False,False,
2017-01-16,C158242145,C158242145,92119.49,USD,CASH_IN,False,False,
2017-01-15,C814784749,C814784749,282508.76,USD,CASH_IN,False,False,
2017-01-10,C453039491,C453039491,813462.62,USD,TRANSFER,False,False,
2017-01-13,C968695097,C968695097,53797.94,USD,CASH_OUT,False,False,
2017-01-10,M8961529,M8961529,82797.84,USD,PAYMENT,False,False,
2017-01-02,C94238070,C94238070,529508.88,USD,CASH_OUT,False,False,
2017-01-13,M1131873222,M1131873222,13763.87,USD,PAYMENT,False,False,
2017-01-15,M1646382835,M1646382835,13176.51,USD,PAYMENT,False,False,
2017-01-14,M703071544,M703071544,58760.91,USD,PAYMENT,False,False,
2017-01-14,C533887341,C533887341,1096.42,USD,DEBIT,False,False,
2017-01-10,C615345603,C615345603,42843.05,USD,CASH_OUT,False,False,
2017-01-10,C97617767,C97617767,74833.80,USD,CASH_IN,False,False,
2017-01-13,C1122394266,C1122394266,206764.77,USD,CASH_IN,False,False,
2017-01-17,C743500120,C743500120,164032.21,USD,CASH_OUT,False,False,
2017-01-25,M184735125,M184735125,9296.83,USD,PAYMENT,False,False,
2017-01-11,C1881669628,C1881669628,235731.90,USD,CASH_OUT,False,False,
2017-01-08,C1727221386,C1727221386,142259.85,USD,CASH_OUT,False,False,
2017-01-15,M1933926398,M1933926398,8164.01,USD,PAYMENT,False,False,
2017-01-15,C1373973293,C1373973293,95263.11,USD,CASH_IN,False,False,
2017-01-13,C726198580,C726198580,249585.52,USD,CASH_IN,False,False,
2017-01-08,C256865139,C256865139,396792.55,USD,CASH_IN,False,False,
2017-01-09,M1991416,M1991416,15068.73,USD,PAYMENT,False,False,
2017-01-08,C327341526,C327341526,440773.08,USD,CASH_OUT,False,False,
2017-01-07,M1309930156,M1309930156,14298.25,USD,PAYMENT,False,False,
2017-01-08,C265777076,C265777076,78108.50,USD,CASH_IN,False,False,
2017-01-11,M1695671000,M1695671000,12596.61,USD,PAYMENT,False,False,
2017-01-08,C974768731,C974768731,31141.94,USD,CASH_IN,False,False,
2017-01-16,M1527627185,M1527627185,1251.94,USD,PAYMENT,False,False,
2017-01-16,M1374852383,M1374852383,1068.21,USD,PAYMENT,False,False,
2017-01-04,C1121802556,C1121802556,455834.18,USD,CASH_IN,False,False,
2017-01-06,M698251819,M698251819,14511.02,USD,PAYMENT,False,False,
2017-01-14,C1904483493,C1904483493,28591.42,USD,CASH_OUT,False,False,
2017-01-01,C2136570309,C2136570309,193890.52,USD,CASH_IN,False,False,
2017-01-06,C1300578648,C1300578648,129041.74,USD,CASH_OUT,False,False,
2017-01-06,C922807181,C922807181,215925.55,USD,CASH_OUT,False,False,
2017-01-08,C1755130739,C1755130739,136964.13,USD,CASH_OUT,False,False,
2017-01-02,M1662786733,M1662786733,3551.26,USD,PAYMENT,False,False,
2017-01-17,C58016175,C58016175,244211.66,USD,CASH_OUT,False,False,
2017-01-09,M2030050716,M2030050716,2901.96,USD,PAYMENT,False,False,
2017-01-17,C1377074488,C1377074488,386669.45,USD,CASH_OUT,False,False,
2017-01-07,M1911445805,M1911445805,24104.54,USD,PAYMENT,False,False,
2017-01-09,C850683997,C850683997,265293.29,USD,CASH_IN,False,False,
2017-01-01,C274824257,C274824257,619.31,USD,CASH_OUT,False,False,
2017-01-13,C1378537795,C1378537795,875582.25,USD,TRANSFER,False,False,
2017-01-14,C580319947,C580319947,54330.72,USD,CASH_OUT,False,False,
2017-01-11,M300081380,M300081380,13344.10,USD,PAYMENT,False,False,
2017-01-13,M317737019,M317737019,8579.34,USD,PAYMENT,False,False,
2017-01-02,C1939378466,C1939378466,163051.33,USD,CASH_OUT,False,False,
2017-01-13,C407792911,C407792911,110568.66,USD,CASH_IN,False,False,
2017-01-07,M2011269895,M2011269895,22434.71,USD,PAYMENT,False,False,
2017-01-01,C193625667,C193625667,313664.24,USD,CASH_OUT,False,False,
2017-01-09,C1698289399,C1698289399,125991.42,USD,CASH_OUT,False,False,
2017-01-15,C538113947,C538113947,93496.01,USD,CASH_OUT,False,False,
2017-01-07,C61031593,C61031593,113147.72,USD,CASH_IN,False,False,
2017-01-09,C45958213,C45958213,437371.03,USD,TRANSFER,False,False,
2017-01-01,M1629378206,M1629378206,7848.71,USD,PAYMENT,False,False,
2017-01-11,C1622552473,C1622552473,296870.15,USD,CASH_IN,False,False,
2017-01-17,C545660061,C545660061,46773.06,USD,CASH_IN,False,False,
2017-01-14,C1234632255,C1234632255,106799.55,USD,CASH_IN,False,False,
2017-01-12,C1514199309,C1514199309,327534.30,USD,TRANSFER,False,False,
2017-01-22,C1837241611,C1837241611,153990.50,USD,TRANSFER,False,False,
2017-01-02,C1293949664,C1293949664,935639.61,USD,TRANSFER,False,False,
2017-01-11,C1939084847,C1939084847,423808.74,USD,CASH_OUT,False,False,
2017-01-07,M1435742536,M1435742536,12209.45,USD,PAYMENT,False,False,
2017-01-15,C1891826460,C1891826460,220141.98,USD,CASH_IN,False,False,
2017-01-02,C644421104,C644421104,320395.22,USD,CASH_IN,False,False,
2017-01-06,M2080924806,M2080924806,5222.23,USD,PAYMENT,False,False,
2017-01-10,M17092044,M17092044,29279.51,USD,PAYMENT,False,False,
2017-01-11,M830219798,M830219798,206.84,USD,PAYMENT,False,False,
2017-01-06,C1905045732,C1905045732,71997.46,USD,CASH_OUT,False,False,
2017-01-01,C1664754826,C1664754826,135411.69,USD,CASH_OUT,False,False,
2017-01-09,C1440200379,C1440200379,68324.55,USD,TRANSFER,False,False,
2017-01-06,C2074710753,C2074710753,29158.25,USD,CASH_IN,False,False,
2017-01-07,C1631252583,C1631252583,297656.83,USD,CASH_IN,False,False,
2017-01-12,C773052859,C773052859,156765.52,USD,CASH_OUT,False,False,
2017-01-29,C2085820540,C2085820540,93483.23,USD,CASH_OUT,False,False,
2017-01-02,C1790242902,C1790242902,218440.55,USD,CASH_OUT,False,False,
2017-01-17,M1625741812,M1625741812,14872.25,USD,PAYMENT,False,False,
2017-01-13,M1798263689,M1798263689,25540.34,USD,PAYMENT,False,False,
2017-01-02,M610095315,M610095315,336.46,USD,PAYMENT,False,False,
2017-01-10,C1362782214,C1362782214,46031.43,USD,CASH_OUT,False,False,
2017-01-02,C539360430,C539360430,144153.46,USD,CASH_OUT,False,False,
2017-01-08,C1798276972,C1798276972,378955.73,USD,CASH_OUT,False,False,
2017-01-10,M364965509,M364965509,17147.59,USD,PAYMENT,False,False,
2017-01-15,M897474644,M897474644,48213.75,USD,PAYMENT,False,False,
2017-01-02,C1702939487,C1702939487,210391.93,USD,CASH_IN,False,False,
2017-01-07,M1072291811,M1072291811,5718.88,USD,PAYMENT,False,False,
2017-01-06,C559367869,C559367869,141273.15,USD,CASH_IN,False,False,
2017-01-10,M1768343139,M1768343139,4962.99,USD,PAYMENT,False,False,
2017-01-08,C761150919,C761150919,242090.12,USD,CASH_IN,False,False,
2017-01-07,M1816242792,M1816242792,1854.44,USD,PAYMENT,False,False,
2017-01-08,C1512413377,C1512413377,78860.27,USD,CASH_IN,False,False,
2017-01-10,M1243910048,M1243910048,5392.12,USD,PAYMENT,False,False,
2017-01-08,M741336750,M741336750,17076.51,USD,PAYMENT,False,False,
2017-01-02,C1475593328,C1475593328,90723.94,USD,CASH_OUT,False,False,
2017-01-21,C1512228906,C1512228906,111054.72,USD,CASH_OUT,False,False,
2017-01-06,C277058199,C277058199,25884.00,USD,CASH_OUT,False,False,
2017-01-06,C663360097,C663360097,35472.90,USD,CASH_OUT,False,False,
2017-01-14,M1177544744,M1177544744,34917.61,USD,PAYMENT,False,False,
2017-01-17,M633940431,M633940431,38264.08,USD,PAYMENT,False,False,
2017-01-17,C689421716,C689421716,378992.97,USD,CASH_OUT,False,False,
2017-01-07,C1917869329,C1917869329,318738.99,USD,CASH_OUT,False,False,
2017-01-06,C859222722,C859222722,122363.61,USD,CASH_OUT,False,False,
2017-01-06,C1060552727,C1060552727,145029.16,USD,CASH_OUT,False,False,
2017-01-15,C812068864,C812068864,140162.25,USD,CASH_OUT,False,False,
2017-01-25,M1967390182,M1967390182,23715.07,USD,PAYMENT,False,False,
2017-01-13,C1340912150,C1340912150,75987.34,USD,CASH_OUT,False,False,
2017-01-10,C1338973810,C1338973810,267612.19,USD,CASH_IN,False,False,
2017-01-11,M750457778,M750457778,8360.75,USD,PAYMENT,False,False,
2017-01-13,C1386681141,C1386681141,143963.11,USD,CASH_OUT,False,False,
2017-01-02,C1175208170,C1175208170,143114.75,USD,CASH_IN,False,False,
2017-01-09,C1265009796,C1265009796,207918.10,USD,CASH_IN,False,False,
2017-01-25,C1152204188,C1152204188,57695.35,USD,CASH_OUT,False,False,
2017-01-16,M628249863,M628249863,12460.31,USD,PAYMENT,False,False,
2017-01-07,C382073873,C382073873,52551.05,USD,CASH_IN,False,False,
2017-01-06,C613128565,C613128565,56449.99,USD,CASH_OUT,False,False,
2017-01-15,M1631103685,M1631103685,16532.00,USD,PAYMENT,False,False,
2017-01-02,C786631574,C786631574,148331.79,USD,CASH_OUT,False,False,
2017-01-08,M853666510,M853666510,5021.82,USD,PAYMENT,False,False,
2017-01-22,C366268744,C366268744,195002.03,USD,CASH_OUT,False,False,
2017-01-06,C845738361,C845738361,100099.26,USD,CASH_OUT,False,False,
2017-01-02,C696129952,C696129952,120193.92,USD,CASH_OUT,False,False,
2017-01-07,M643846034,M643846034,8452.42,USD,PAYMENT,False,False,
2017-01-10,M1929470346,M1929470346,40925.80,USD,PAYMENT,False,False,
2017-01-15,M1998016541,M1998016541,44871.04,USD,PAYMENT,False,False,
2017-01-21,C1632482295,C1632482295,233176.05,USD,CASH_IN,False,False,
2017-01-13,M1324449999,M1324449999,10503.54,USD,PAYMENT,False,False,
2017-01-01,C1167066016,C1167066016,11500.21,USD,CASH_IN,False,False,
2017-01-10,C1915028592,C1915028592,58148.24,USD,CASH_OUT,False,False,
2017-01-09,C242522092,C242522092,29475.22,USD,CASH_OUT,False,False,
2017-01-11,C1795342784,C1795342784,303337.36,USD,CASH_IN,False,False,
2017-01-16,C1892867454,C1892867454,63328.89,USD,CASH_OUT,False,False,
2017-01-08,C1346317033,C1346317033,298903.91,USD,CASH_OUT,False,False,
2017-01-09,C1289700186,C1289700186,148433.99,USD,CASH_OUT,False,False,
2017-01-12,C1683549373,C1683549373,136777.48,USD,CASH_IN,False,False,
2017-01-15,C2054033195,C2054033195,177095.18,USD,CASH_OUT,False,False,
2017-01-17,C1894379581,C1894379581,190472.15,USD,CASH_OUT,False,False,
2017-01-09,C1636809566,C1636809566,29707.73,USD,CASH_IN,False,False,
2017-01-10,C381329398,C381329398,178844.40,USD,CASH_OUT,False,False,
2017-01-13,C272283941,C272283941,124911.67,USD,CASH_IN,False,False,
2017-01-01,M34592661,M34592661,13589.33,USD,PAYMENT,False,False,
2017-01-15,C939322176,C939322176,97301.71,USD,TRANSFER,False,False,
2017-01-09,C662936276,C662936276,181162.39,USD,CASH_IN,False,False,
2017-01-16,C507662577,C507662577,105621.61,USD,CASH_IN,False,False,
2017-01-09,C289827146,C289827146,147943.65,USD,CASH_OUT,False,False,
2017-01-15,C265311387,C265311387,380803.25,USD,CASH_IN,False,False,
2017-01-29,M1667812216,M1667812216,361.53,USD,PAYMENT,False,False,
2017-01-01,C1219369531,C1219369531,364810.85,USD,CASH_IN,False,False,
2017-01-14,C1188470325,C1188470325,45045.18,USD,CASH_IN,False,False,
2017-01-08,C2104590009,C2104590009,609216.86,USD,CASH_OUT,False,False,
2017-01-07,C817067859,C817067859,147973.64,USD,CASH_OUT,False,False,
2017-01-10,M1900051947,M1900051947,8363.79,USD,PAYMENT,False,False,
2017-01-07,C478451650,C478451650,44326.32,USD,CASH_OUT,False,False,
2017-01-06,C1308018080,C1308018080,42441.15,USD,CASH_IN,False,False,
2017-01-02,C1027773814,C1027773814,62545.94,USD,TRANSFER,False,False,
2017-01-12,M1145370021,M1145370021,18492.44,USD,PAYMENT,False,False,
2017-01-08,M2143644128,M2143644128,13755.82,USD,PAYMENT,False,False,
2017-01-07,M1901970472,M1901970472,15330.40,USD,PAYMENT,False,False,
